territory,district_id,province_code,province_name,dominant_municipality_code,dominant_municipality_name,dominant_population,district_population,dominant_population_share,naming_rule,base_name,district_name
extremadura,8,06,Badajoz,06095,Olivenza,11775,16010,0.735477826359,DOMINANT_MUNICIPALITY,Badajoz — Olivenza,Badajoz — Olivenza
extremadura,9,06,Badajoz,06044,Don Benito,15831,16572,0.95528602462,DOMINANT_MUNICIPALITY,Badajoz — Don Benito,Badajoz — Don Benito I
extremadura,10,06,Badajoz,06153,Villanueva de la Serena,15904,16406,0.969401438498,DOMINANT_MUNICIPALITY,Badajoz — Villanueva de la Serena,Badajoz — Villanueva de la Serena
extremadura,11,06,Badajoz,06063,Herrera del Duque,3389,16733,0.202533915018,RURAL_REFERENCE_MUNICIPALITY,Badajoz — Entorno de Herrera del Duque,Badajoz — Entorno de Herrera del Duque
extremadura,12,06,Badajoz,06028,Campanario,4700,16320,0.287990196078,RURAL_REFERENCE_MUNICIPALITY,Badajoz — Entorno de Campanario,Badajoz — Entorno de Campanario
extremadura,13,06,Badajoz,06158,Zafra,16708,17006,0.982476772904,DOMINANT_MUNICIPALITY,Badajoz — Zafra,Badajoz — Zafra
extremadura,14,06,Badajoz,06103,Puebla de la Calzada,5809,14050,0.413451957295,RURAL_REFERENCE_MUNICIPALITY,Badajoz — Entorno de Puebla de la Calzada,Badajoz — Entorno de Puebla de la Calzada
extremadura,15,06,Badajoz,06083,Mérida,15998,15998,1.0,DOMINANT_MUNICIPALITY,Badajoz — Mérida,Badajoz — Mérida I
extremadura,16,06,Badajoz,06011,Almendralejo,17572,17572,1.0,DOMINANT_MUNICIPALITY,Badajoz — Almendralejo,Badajoz — Almendralejo I
extremadura,17,06,Badajoz,06015,Badajoz,15052,15052,1.0,DOMINANT_MUNICIPALITY,Badajoz — Badajoz,Badajoz — Badajoz VI
extremadura,18,06,Badajoz,06044,Don Benito,15631,15631,1.0,DOMINANT_MUNICIPALITY,Badajoz — Don Benito,Badajoz — Don Benito II
extremadura,19,06,Badajoz,06083,Mérida,16261,16261,1.0,DOMINANT_MUNICIPALITY,Badajoz — Mérida,Badajoz — Mérida II
extremadura,20,06,Badajoz,06122,"Santos de Maimona, Los",8101,16436,0.492881479679,RURAL_REFERENCE_MUNICIPALITY,"Badajoz — Entorno de Santos de Maimona, Los","Badajoz — Entorno de Santos de Maimona, Los"
extremadura,21,06,Badajoz,06120,Santa Amalia,3885,16909,0.229759299781,RURAL_REFERENCE_MUNICIPALITY,Badajoz — Entorno de Santa Amalia,Badajoz — Entorno de Santa Amalia
extremadura,22,06,Badajoz,06088,Montijo,15195,16190,0.938542310068,DOMINANT_MUNICIPALITY,Badajoz — Montijo,Badajoz — Montijo
extremadura,23,06,Badajoz,06054,Fuente del Maestre,6553,16466,0.397971577797,RURAL_REFERENCE_MUNICIPALITY,Badajoz — Entorno de Fuente del Maestre,Badajoz — Entorno de Fuente del Maestre
extremadura,24,06,Badajoz,06074,Llerena,5663,16549,0.342195903076,RURAL_REFERENCE_MUNICIPALITY,Badajoz — Entorno de Llerena,Badajoz — Entorno de Llerena
extremadura,25,06,Badajoz,06123,San Vicente de Alcántara,5235,14212,0.368350689558,RURAL_REFERENCE_MUNICIPALITY,Badajoz — Entorno de San Vicente de Alcántara,Badajoz — Entorno de San Vicente de Alcántara
extremadura,26,06,Badajoz,06011,Almendralejo,16972,16972,1.0,DOMINANT_MUNICIPALITY,Badajoz — Almendralejo,Badajoz — Almendralejo II
extremadura,27,06,Badajoz,06149,Villafranca de los Barros,12285,17434,0.704657565676,DOMINANT_MUNICIPALITY,Badajoz — Villafranca de los Barros,Badajoz — Villafranca de los Barros
extremadura,28,06,Badajoz,06050,Fregenal de la Sierra,4712,16575,0.284283559578,RURAL_REFERENCE_MUNICIPALITY,Badajoz — Entorno de Fregenal de la Sierra,Badajoz — Entorno de Fregenal de la Sierra
extremadura,29,06,Badajoz,06153,Villanueva de la Serena,6639,16658,0.398547244567,RURAL_REFERENCE_MUNICIPALITY,Badajoz — Entorno de Villanueva de la Serena,Badajoz — Entorno de Villanueva de la Serena
extremadura,30,06,Badajoz,06070,Jerez de los Caballeros,9104,15436,0.589790101062,DOMINANT_MUNICIPALITY,Badajoz — Jerez de los Caballeros,Badajoz — Jerez de los Caballeros
extremadura,31,06,Badajoz,06016,Barcarrota,3464,15456,0.224120082816,RURAL_REFERENCE_MUNICIPALITY,Badajoz — Entorno de Barcarrota,Badajoz — Entorno de Barcarrota
extremadura,32,06,Badajoz,06015,Badajoz,15185,15185,1.0,DOMINANT_MUNICIPALITY,Badajoz — Badajoz,Badajoz — Badajoz VII
extremadura,33,06,Badajoz,06015,Badajoz,15439,15439,1.0,DOMINANT_MUNICIPALITY,Badajoz — Badajoz,Badajoz — Badajoz VIII
extremadura,34,06,Badajoz,06015,Badajoz,6860,16347,0.419648865235,RURAL_REFERENCE_MUNICIPALITY,Badajoz — Entorno de Badajoz,Badajoz — Entorno de Badajoz I
extremadura,35,06,Badajoz,06060,Guareña,6661,16758,0.397481799737,RURAL_REFERENCE_MUNICIPALITY,Badajoz — Entorno de Guareña,Badajoz — Entorno de Guareña
extremadura,36,06,Badajoz,06015,Badajoz,9553,16735,0.570839557813,DOMINANT_MUNICIPALITY,Badajoz — Badajoz,Badajoz — Badajoz IX
extremadura,37,06,Badajoz,06083,Mérida,13167,16238,0.810875723611,DOMINANT_MUNICIPALITY,Badajoz — Mérida,Badajoz — Mérida III
extremadura,38,06,Badajoz,06083,Mérida,7412,16913,0.438242771832,RURAL_REFERENCE_MUNICIPALITY,Badajoz — Entorno de Mérida,Badajoz — Entorno de Mérida
extremadura,39,06,Badajoz,06025,Calamonte,6134,16242,0.377662849403,RURAL_REFERENCE_MUNICIPALITY,Badajoz — Entorno de Calamonte,Badajoz — Entorno de Calamonte
extremadura,40,06,Badajoz,06015,Badajoz,6913,15510,0.445712443585,RURAL_REFERENCE_MUNICIPALITY,Badajoz — Entorno de Badajoz,Badajoz — Entorno de Badajoz II
extremadura,41,10,Cáceres,10109,Logrosán,1856,16424,0.113005358013,RURAL_REFERENCE_MUNICIPALITY,Cáceres — Entorno de Logrosán,Cáceres — Entorno de Logrosán
extremadura,42,10,Cáceres,10121,Miajadas,9393,16129,0.582367164734,DOMINANT_MUNICIPALITY,Cáceres — Miajadas,Cáceres — Miajadas
extremadura,43,10,Cáceres,10128,Moraleja,6566,16009,0.410144293835,RURAL_REFERENCE_MUNICIPALITY,Cáceres — Entorno de Moraleja,Cáceres — Entorno de Moraleja
extremadura,44,10,Cáceres,10067,Coria,12004,16019,0.74936013484,DOMINANT_MUNICIPALITY,Cáceres — Coria,Cáceres — Coria
extremadura,45,10,Cáceres,10127,Montehermoso,5571,16192,0.344058794466,RURAL_REFERENCE_MUNICIPALITY,Cáceres — Entorno de Montehermoso,Cáceres — Entorno de Montehermoso
extremadura,46,10,Cáceres,10096,Hervás,3900,16656,0.234149855908,RURAL_REFERENCE_MUNICIPALITY,Cáceres — Entorno de Hervás,Cáceres — Entorno de Hervás
extremadura,47,10,Cáceres,10104,Jaraíz de la Vera,6835,16391,0.416997132573,RURAL_REFERENCE_MUNICIPALITY,Cáceres — Entorno de Jaraíz de la Vera,Cáceres — Entorno de Jaraíz de la Vera
extremadura,48,10,Cáceres,10037,Cáceres,14384,15704,0.91594498217,DOMINANT_MUNICIPALITY,Cáceres — Cáceres,Cáceres — Cáceres I
extremadura,49,10,Cáceres,10037,Cáceres,16428,16428,1.0,DOMINANT_MUNICIPALITY,Cáceres — Cáceres,Cáceres — Cáceres II
extremadura,50,10,Cáceres,10037,Cáceres,11342,16375,0.692641221374,DOMINANT_MUNICIPALITY,Cáceres — Cáceres,Cáceres — Cáceres III
extremadura,51,10,Cáceres,10195,Trujillo,8660,16043,0.53979928941,DOMINANT_MUNICIPALITY,Cáceres — Trujillo,Cáceres — Trujillo
extremadura,52,10,Cáceres,10037,Cáceres,16383,16383,1.0,DOMINANT_MUNICIPALITY,Cáceres — Cáceres,Cáceres — Cáceres IV
extremadura,53,10,Cáceres,10037,Cáceres,16679,16679,1.0,DOMINANT_MUNICIPALITY,Cáceres — Cáceres,Cáceres — Cáceres V
extremadura,54,10,Cáceres,10148,Plasencia,15272,15272,1.0,DOMINANT_MUNICIPALITY,Cáceres — Plasencia,Cáceres — Plasencia I
extremadura,55,10,Cáceres,10131,Navalmoral de la Mata,17297,17297,1.0,DOMINANT_MUNICIPALITY,Cáceres — Navalmoral de la Mata,Cáceres — Navalmoral de la Mata
extremadura,56,10,Cáceres,10037,Cáceres,13185,17699,0.744957342223,DOMINANT_MUNICIPALITY,Cáceres — Cáceres,Cáceres — Cáceres VI
extremadura,57,10,Cáceres,10021,Arroyo de la Luz,5495,15711,0.349754948762,RURAL_REFERENCE_MUNICIPALITY,Cáceres — Entorno de Arroyo de la Luz,Cáceres — Entorno de Arroyo de la Luz
extremadura,58,10,Cáceres,10037,Cáceres,8197,16771,0.488760360145,RURAL_REFERENCE_MUNICIPALITY,Cáceres — Entorno de Cáceres,Cáceres — Entorno de Cáceres
extremadura,59,10,Cáceres,10148,Plasencia,15078,15078,1.0,DOMINANT_MUNICIPALITY,Cáceres — Plasencia,Cáceres — Plasencia II
extremadura,60,10,Cáceres,10180,Talayuela,7425,16353,0.454045129334,RURAL_REFERENCE_MUNICIPALITY,Cáceres — Entorno de Talayuela,Cáceres — Entorno de Talayuela
extremadura,61,10,Cáceres,10203,Valencia de Alcántara,5140,16088,0.319492789657,RURAL_REFERENCE_MUNICIPALITY,Cáceres — Entorno de Valencia de Alcántara,Cáceres — Entorno de Valencia de Alcántara
extremadura,62,10,Cáceres,10130,Navaconcejo,2039,15778,0.129230574217,RURAL_REFERENCE_MUNICIPALITY,Cáceres — Entorno de Navaconcejo,Cáceres — Entorno de Navaconcejo
extremadura,63,10,Cáceres,10116,Malpartida de Plasencia,4664,15868,0.293924880262,RURAL_REFERENCE_MUNICIPALITY,Cáceres — Entorno de Malpartida de Plasencia,Cáceres — Entorno de Malpartida de Plasencia
extremadura,64,10,Cáceres,10148,Plasencia,9874,14843,0.665229401064,DOMINANT_MUNICIPALITY,Cáceres — Plasencia,Cáceres — Plasencia III
