district_id,district_pop,target,difference,abs_difference,relative_deviation,population_target_ratio,population_floor,population_cap,within_hard_bounds,within_target_tolerance
63,29990,29283.182926829268,706.8170731707323,706.8170731707323,0.02413730348018781,1.0241373034801877,23426.546341463414,51245.57012195122,True,True
64,30048,29283.182926829268,764.8170731707323,764.8170731707323,0.026117962486584972,1.026117962486585,23426.546341463414,51245.57012195122,True,True
65,30272,29283.182926829268,988.8170731707323,988.8170731707323,0.03376740416646367,1.0337674041664637,23426.546341463414,51245.57012195122,True,True
66,30181,29283.182926829268,897.8170731707323,897.8170731707323,0.030659818484012946,1.030659818484013,23426.546341463414,51245.57012195122,True,True
67,28373,29283.182926829268,-910.1829268292677,910.1829268292677,-0.031082103646436522,0.9689178963535635,23426.546341463414,51245.57012195122,True,True
68,28712,29283.182926829268,-571.1829268292677,571.1829268292677,-0.019505493246977246,0.9804945067530227,23426.546341463414,51245.57012195122,True,True
69,27444,29283.182926829268,-1839.1829268292677,1839.1829268292677,-0.06280679704200486,0.9371932029579951,23426.546341463414,51245.57012195122,True,True
70,29162,29283.182926829268,-121.18292682926767,121.18292682926767,-0.004138311300792367,0.9958616886992077,23426.546341463414,51245.57012195122,True,True
71,28205,29283.182926829268,-1078.1829268292677,1078.1829268292677,-0.036819184906345545,0.9631808150936545,23426.546341463414,51245.57012195122,True,True
72,30070,29283.182926829268,786.8170731707323,786.8170731707323,0.026869246937287344,1.0268692469372873,23426.546341463414,51245.57012195122,True,True
73,28293,29283.182926829268,-990.1829268292677,990.1829268292677,-0.033814047103536055,0.9661859528964639,23426.546341463414,51245.57012195122,True,True
74,28284,29283.182926829268,-999.1829268292677,999.1829268292677,-0.034121390742459755,0.9658786092575402,23426.546341463414,51245.57012195122,True,True
75,28373,29283.182926829268,-910.1829268292677,910.1829268292677,-0.031082103646436522,0.9689178963535635,23426.546341463414,51245.57012195122,True,True
76,30093,29283.182926829268,809.8170731707323,809.8170731707323,0.02765468068120346,1.0276546806812035,23426.546341463414,51245.57012195122,True,True
77,26450,29283.182926829268,-2833.1829268292677,2833.1829268292677,-0.09675119449646657,0.9032488055035335,23426.546341463414,51245.57012195122,True,True
78,29764,29283.182926829268,480.81707317073233,480.81707317073233,0.016419563213881626,1.0164195632138817,23426.546341463414,51245.57012195122,True,True
79,26458,29283.182926829268,-2825.1829268292677,2825.1829268292677,-0.09647800015075661,0.9035219998492434,23426.546341463414,51245.57012195122,True,True
80,26379,29283.182926829268,-2904.1829268292677,2904.1829268292677,-0.09917579431464241,0.9008242056853576,23426.546341463414,51245.57012195122,True,True
81,26420,29283.182926829268,-2863.1829268292677,2863.1829268292677,-0.0977756732928789,0.902224326707121,23426.546341463414,51245.57012195122,True,True
