section_id,party,votes
4903101001,PACMA,0
4903101001,PCAS-TC,1
4903101001,PODEMOS - AV,0
4903101001,PP,42
4903101001,PREPAL,0
4903101001,PSOE,13
4903101001,SAE,0
4903101001,SALF,0
4903101001,U.P.L.,1
4903101001,VOX,22
4903201001,AD-EV,0
4903201001,Cs,0
4903201001,ESCAÑOS EN BLANCO,0
4903201001,IU-MS-VQ,1
4903201001,MUNDO+JUSTO,0
4903201001,NUEVECYL,0
4903201001,PACMA,0
4903201001,PCAS-TC,1
4903201001,PODEMOS - AV,0
4903201001,PP,82
4903201001,PREPAL,0
4903201001,PSOE,35
4903201001,SAE,1
4903201001,SALF,1
4903201001,U.P.L.,7
4903201001,VOX,24
4903301001,AD-EV,1
4903301001,Cs,0
4903301001,ESCAÑOS EN BLANCO,0
4903301001,IU-MS-VQ,6
4903301001,MUNDO+JUSTO,0
4903301001,NUEVECYL,0
4903301001,PACMA,2
4903301001,PCAS-TC,0
4903301001,PODEMOS - AV,0
4903301001,PP,171
4903301001,PREPAL,3
4903301001,PSOE,100
4903301001,SAE,1
4903301001,SALF,5
4903301001,U.P.L.,15
4903301001,VOX,67
4903401001,AD-EV,1
4903401001,Cs,0
4903401001,ESCAÑOS EN BLANCO,1
4903401001,IU-MS-VQ,3
4903401001,MUNDO+JUSTO,0
4903401001,NUEVECYL,0
4903401001,PACMA,2
4903401001,PCAS-TC,0
4903401001,PODEMOS - AV,0
4903401001,PP,108
4903401001,PREPAL,0
4903401001,PSOE,67
4903401001,SAE,1
4903401001,SALF,2
4903401001,U.P.L.,1
4903401001,VOX,60
4903501001,AD-EV,0
4903501001,Cs,0
4903501001,ESCAÑOS EN BLANCO,0
4903501001,IU-MS-VQ,1
4903501001,MUNDO+JUSTO,0
4903501001,NUEVECYL,0
4903501001,PACMA,0
4903501001,PCAS-TC,0
4903501001,PODEMOS - AV,3
4903501001,PP,53
4903501001,PREPAL,0
4903501001,PSOE,42
4903501001,SAE,0
4903501001,SALF,2
4903501001,U.P.L.,4
4903501001,VOX,36
4903601001,AD-EV,1
4903601001,Cs,0
4903601001,ESCAÑOS EN BLANCO,0
4903601001,IU-MS-VQ,5
4903601001,MUNDO+JUSTO,0
4903601001,NUEVECYL,0
4903601001,PACMA,0
4903601001,PCAS-TC,0
4903601001,PODEMOS - AV,1
4903601001,PP,106
4903601001,PREPAL,0
4903601001,PSOE,79
4903601001,SAE,0
4903601001,SALF,2
4903601001,U.P.L.,5
4903601001,VOX,42
4903701001,AD-EV,2
4903701001,Cs,0
4903701001,ESCAÑOS EN BLANCO,0
4903701001,IU-MS-VQ,1
4903701001,MUNDO+JUSTO,0
4903701001,NUEVECYL,0
4903701001,PACMA,0
4903701001,PCAS-TC,0
4903701001,PODEMOS - AV,0
4903701001,PP,59
4903701001,PREPAL,2
4903701001,PSOE,25
4903701001,SAE,0
4903701001,SALF,0
4903701001,U.P.L.,2
4903701001,VOX,13
4903801001,AD-EV,4
4903801001,Cs,1
4903801001,ESCAÑOS EN BLANCO,0
4903801001,IU-MS-VQ,1
4903801001,MUNDO+JUSTO,0
4903801001,NUEVECYL,0
4903801001,PACMA,0
4903801001,PCAS-TC,0
4903801001,PODEMOS - AV,0
4903801001,PP,25
4903801001,PREPAL,1
4903801001,PSOE,14
4903801001,SAE,0
4903801001,SALF,0
4903801001,U.P.L.,2
4903801001,VOX,9
4903901001,AD-EV,4
4903901001,Cs,0
4903901001,ESCAÑOS EN BLANCO,0
4903901001,IU-MS-VQ,2
4903901001,MUNDO+JUSTO,0
4903901001,NUEVECYL,0
4903901001,PACMA,2
4903901001,PCAS-TC,0
4903901001,PODEMOS - AV,4
4903901001,PP,65
4903901001,PREPAL,0
4903901001,PSOE,55
4903901001,SAE,0
4903901001,SALF,7
4903901001,U.P.L.,7
4903901001,VOX,50
4904001001,AD-EV,5
4904001001,Cs,0
4904001001,ESCAÑOS EN BLANCO,0
4904001001,IU-MS-VQ,0
4904001001,MUNDO+JUSTO,0
4904001001,NUEVECYL,0
4904001001,PACMA,0
4904001001,PCAS-TC,0
4904001001,PODEMOS - AV,0
4904001001,PP,23
4904001001,PREPAL,0
4904001001,PSOE,35
4904001001,SAE,0
4904001001,SALF,0
4904001001,U.P.L.,1
4904001001,VOX,10
4904101001,AD-EV,0
4904101001,Cs,0
4904101001,ESCAÑOS EN BLANCO,5
4904101001,IU-MS-VQ,2
4904101001,MUNDO+JUSTO,0
4904101001,NUEVECYL,0
4904101001,PACMA,2
4904101001,PCAS-TC,0
4904101001,PODEMOS - AV,2
4904101001,PP,114
4904101001,PREPAL,0
4904101001,PSOE,98
4904101001,SAE,1
4904101001,SALF,1
4904101001,U.P.L.,6
4904101001,VOX,47
4904201001,AD-EV,0
4904201001,Cs,0
4904201001,ESCAÑOS EN BLANCO,0
4904201001,IU-MS-VQ,2
4904201001,MUNDO+JUSTO,0
4904201001,NUEVECYL,0
4904201001,PACMA,0
4904201001,PCAS-TC,0
4904201001,PODEMOS - AV,2
4904201001,PP,60
4904201001,PREPAL,2
4904201001,PSOE,40
4904201001,SAE,0
4904201001,SALF,0
4904201001,U.P.L.,0
4904201001,VOX,40
4904301001,AD-EV,1
4904301001,Cs,1
4904301001,ESCAÑOS EN BLANCO,1
4904301001,IU-MS-VQ,3
4904301001,MUNDO+JUSTO,0
4904301001,NUEVECYL,0
4904301001,PACMA,0
4904301001,PCAS-TC,2
4904301001,PODEMOS - AV,1
4904301001,PP,55
4904301001,PREPAL,0
4904301001,PSOE,60
4904301001,SAE,0
4904301001,SALF,0
4904301001,U.P.L.,1
4904301001,VOX,21
4904401001,AD-EV,0
4904401001,Cs,0
4904401001,ESCAÑOS EN BLANCO,0
4904401001,IU-MS-VQ,1
4904401001,MUNDO+JUSTO,0
4904401001,NUEVECYL,0
4904401001,PACMA,0
4904401001,PCAS-TC,0
4904401001,PODEMOS - AV,1
4904401001,PP,29
4904401001,PREPAL,0
4904401001,PSOE,11
4904401001,SAE,0
4904401001,SALF,0
4904401001,U.P.L.,3
4904401001,VOX,7
4904601001,AD-EV,4
4904601001,Cs,0
4904601001,ESCAÑOS EN BLANCO,0
4904601001,IU-MS-VQ,0
4904601001,MUNDO+JUSTO,0
4904601001,NUEVECYL,1
4904601001,PACMA,0
4904601001,PCAS-TC,0
4904601001,PODEMOS - AV,3
4904601001,PP,65
4904601001,PREPAL,0
4904601001,PSOE,42
4904601001,SAE,1
4904601001,SALF,4
4904601001,U.P.L.,2
4904601001,VOX,30
4904701001,AD-EV,0
4904701001,Cs,0
4904701001,ESCAÑOS EN BLANCO,0
4904701001,IU-MS-VQ,0
4904701001,MUNDO+JUSTO,0
4904701001,NUEVECYL,0
4904701001,PACMA,1
4904701001,PCAS-TC,0
4904701001,PODEMOS - AV,0
4904701001,PP,29
4904701001,PREPAL,0
4904701001,PSOE,11
4904701001,SAE,0
4904701001,SALF,1
4904701001,U.P.L.,0
4904701001,VOX,14
4904801001,AD-EV,1
4904801001,Cs,0
4904801001,ESCAÑOS EN BLANCO,1
4904801001,IU-MS-VQ,1
4904801001,MUNDO+JUSTO,0
4904801001,NUEVECYL,0
4904801001,PACMA,0
4904801001,PCAS-TC,0
4904801001,PODEMOS - AV,1
4904801001,PP,31
4904801001,PREPAL,0
4904801001,PSOE,13
4904801001,SAE,0
4904801001,SALF,1
4904801001,U.P.L.,0
4904801001,VOX,14
4905001001,AD-EV,3
4905001001,Cs,0
4905001001,ESCAÑOS EN BLANCO,1
4905001001,IU-MS-VQ,7
4905001001,MUNDO+JUSTO,0
4905001001,NUEVECYL,0
4905001001,PACMA,0
4905001001,PCAS-TC,0
4905001001,PODEMOS - AV,1
4905001001,PP,128
4905001001,PREPAL,0
4905001001,PSOE,59
4905001001,SAE,0
4905001001,SALF,5
4905001001,U.P.L.,9
4905001001,VOX,53
4905201001,AD-EV,1
4905201001,Cs,0
4905201001,ESCAÑOS EN BLANCO,0
4905201001,IU-MS-VQ,0
4905201001,MUNDO+JUSTO,0
4905201001,NUEVECYL,0
4905201001,PACMA,0
4905201001,PCAS-TC,0
4905201001,PODEMOS - AV,0
4905201001,PP,37
4905201001,PREPAL,0
4905201001,PSOE,29
4905201001,SAE,0
4905201001,SALF,0
4905201001,U.P.L.,1
4905201001,VOX,34
4905301001,AD-EV,5
4905301001,Cs,1
4905301001,ESCAÑOS EN BLANCO,0
4905301001,IU-MS-VQ,6
4905301001,MUNDO+JUSTO,0
4905301001,NUEVECYL,0
4905301001,PACMA,2
4905301001,PCAS-TC,0
4905301001,PODEMOS - AV,3
4905301001,PP,197
4905301001,PREPAL,1
4905301001,PSOE,203
4905301001,SAE,0
4905301001,SALF,10
4905301001,U.P.L.,16
4905301001,VOX,131
4905401001,AD-EV,2
4905401001,Cs,0
4905401001,ESCAÑOS EN BLANCO,6
4905401001,IU-MS-VQ,13
4905401001,MUNDO+JUSTO,1
4905401001,NUEVECYL,0
4905401001,PACMA,1
4905401001,PCAS-TC,1
4905401001,PODEMOS - AV,3
4905401001,PP,202
4905401001,PREPAL,1
4905401001,PSOE,142
4905401001,SAE,1
4905401001,SALF,2
4905401001,U.P.L.,8
4905401001,VOX,107
4905501001,AD-EV,0
4905501001,Cs,0
4905501001,ESCAÑOS EN BLANCO,0
4905501001,IU-MS-VQ,0
4905501001,MUNDO+JUSTO,0
4905501001,NUEVECYL,0
4905501001,PACMA,0
4905501001,PCAS-TC,0
4905501001,PODEMOS - AV,0
4905501001,PP,22
4905501001,PREPAL,0
4905501001,PSOE,14
4905501001,SAE,0
4905501001,SALF,2
4905501001,U.P.L.,0
4905501001,VOX,16
4905601001,AD-EV,0
4905601001,Cs,0
4905601001,ESCAÑOS EN BLANCO,0
4905601001,IU-MS-VQ,2
4905601001,MUNDO+JUSTO,0
4905601001,NUEVECYL,0
4905601001,PACMA,0
4905601001,PCAS-TC,0
4905601001,PODEMOS - AV,1
4905601001,PP,39
4905601001,PREPAL,0
4905601001,PSOE,52
4905601001,SAE,0
4905601001,SALF,3
4905601001,U.P.L.,2
4905601001,VOX,52
4905701001,AD-EV,0
4905701001,Cs,0
4905701001,ESCAÑOS EN BLANCO,0
4905701001,IU-MS-VQ,1
4905701001,MUNDO+JUSTO,0
4905701001,NUEVECYL,0
4905701001,PACMA,0
4905701001,PCAS-TC,0
4905701001,PODEMOS - AV,0
4905701001,PP,28
4905701001,PREPAL,1
4905701001,PSOE,19
4905701001,SAE,0
4905701001,SALF,0
4905701001,U.P.L.,4
4905701001,VOX,14
4905801001,AD-EV,1
4905801001,Cs,0
4905801001,ESCAÑOS EN BLANCO,0
4905801001,IU-MS-VQ,2
4905801001,MUNDO+JUSTO,0
4905801001,NUEVECYL,0
4905801001,PACMA,0
4905801001,PCAS-TC,0
4905801001,PODEMOS - AV,0
4905801001,PP,78
4905801001,PREPAL,0
4905801001,PSOE,48
4905801001,SAE,0
4905801001,SALF,5
4905801001,U.P.L.,10
4905801001,VOX,40
4905901001,AD-EV,2
4905901001,Cs,0
4905901001,ESCAÑOS EN BLANCO,0
4905901001,IU-MS-VQ,0
4905901001,MUNDO+JUSTO,0
4905901001,NUEVECYL,0
4905901001,PACMA,0
4905901001,PCAS-TC,0
4905901001,PODEMOS - AV,1
4905901001,PP,19
4905901001,PREPAL,0
4905901001,PSOE,10
4905901001,SAE,0
4905901001,SALF,1
4905901001,U.P.L.,8
4905901001,VOX,18
4906101001,AD-EV,0
4906101001,Cs,0
4906101001,ESCAÑOS EN BLANCO,0
4906101001,IU-MS-VQ,0
4906101001,MUNDO+JUSTO,0
4906101001,NUEVECYL,0
4906101001,PACMA,0
4906101001,PCAS-TC,0
4906101001,PODEMOS - AV,0
4906101001,PP,41
4906101001,PREPAL,1
4906101001,PSOE,26
4906101001,SAE,0
4906101001,SALF,2
4906101001,U.P.L.,1
4906101001,VOX,14
4906201001,AD-EV,0
4906201001,Cs,0
4906201001,ESCAÑOS EN BLANCO,0
4906201001,IU-MS-VQ,2
4906201001,MUNDO+JUSTO,0
4906201001,NUEVECYL,0
4906201001,PACMA,0
4906201001,PCAS-TC,0
4906201001,PODEMOS - AV,2
4906201001,PP,26
4906201001,PREPAL,0
4906201001,PSOE,23
4906201001,SAE,0
4906201001,SALF,1
4906201001,U.P.L.,0
4906201001,VOX,4
4906301001,AD-EV,2
4906301001,Cs,0
4906301001,ESCAÑOS EN BLANCO,0
4906301001,IU-MS-VQ,5
4906301001,MUNDO+JUSTO,0
4906301001,NUEVECYL,0
4906301001,PACMA,0
4906301001,PCAS-TC,0
4906301001,PODEMOS - AV,0
4906301001,PP,87
4906301001,PREPAL,0
4906301001,PSOE,65
4906301001,SAE,2
4906301001,SALF,0
4906301001,U.P.L.,1
4906301001,VOX,29
4906401001,AD-EV,0
4906401001,Cs,1
4906401001,ESCAÑOS EN BLANCO,0
4906401001,IU-MS-VQ,5
4906401001,MUNDO+JUSTO,1
4906401001,NUEVECYL,0
4906401001,PACMA,0
4906401001,PCAS-TC,0
4906401001,PODEMOS - AV,0
4906401001,PP,101
4906401001,PREPAL,1
4906401001,PSOE,57
4906401001,SAE,0
4906401001,SALF,0
4906401001,U.P.L.,3
4906401001,VOX,51
4906501001,AD-EV,5
4906501001,Cs,3
4906501001,ESCAÑOS EN BLANCO,2
4906501001,IU-MS-VQ,6
4906501001,MUNDO+JUSTO,1
4906501001,NUEVECYL,3
4906501001,PACMA,1
4906501001,PCAS-TC,0
4906501001,PODEMOS - AV,1
4906501001,PP,257
4906501001,PREPAL,1
4906501001,PSOE,121
4906501001,SAE,1
4906501001,SALF,5
4906501001,U.P.L.,8
4906501001,VOX,126
4906601001,AD-EV,3
4906601001,Cs,1
4906601001,ESCAÑOS EN BLANCO,0
4906601001,IU-MS-VQ,1
4906601001,MUNDO+JUSTO,0
4906601001,NUEVECYL,0
4906601001,PACMA,0
4906601001,PCAS-TC,0
4906601001,PODEMOS - AV,3
4906601001,PP,95
4906601001,PREPAL,0
4906601001,PSOE,61
4906601001,SAE,0
4906601001,SALF,2
4906601001,U.P.L.,4
4906601001,VOX,52
4906701001,AD-EV,4
4906701001,Cs,0
4906701001,ESCAÑOS EN BLANCO,0
4906701001,IU-MS-VQ,1
4906701001,MUNDO+JUSTO,0
4906701001,NUEVECYL,1
4906701001,PACMA,1
4906701001,PCAS-TC,6
4906701001,PODEMOS - AV,0
4906701001,PP,64
4906701001,PREPAL,0
4906701001,PSOE,58
4906701001,SAE,0
4906701001,SALF,1
4906701001,U.P.L.,16
4906701001,VOX,27
4906801001,AD-EV,1
4906801001,Cs,0
4906801001,ESCAÑOS EN BLANCO,0
4906801001,IU-MS-VQ,0
4906801001,MUNDO+JUSTO,0
4906801001,NUEVECYL,2
4906801001,PACMA,0
4906801001,PCAS-TC,0
4906801001,PODEMOS - AV,0
4906801001,PP,118
4906801001,PREPAL,1
4906801001,PSOE,51
4906801001,SAE,0
4906801001,SALF,5
4906801001,U.P.L.,0
4906801001,VOX,37
4906901001,AD-EV,0
4906901001,Cs,0
4906901001,ESCAÑOS EN BLANCO,0
4906901001,IU-MS-VQ,1
4906901001,MUNDO+JUSTO,0
4906901001,NUEVECYL,0
4906901001,PACMA,0
4906901001,PCAS-TC,0
4906901001,PODEMOS - AV,0
4906901001,PP,94
4906901001,PREPAL,0
4906901001,PSOE,38
4906901001,SAE,0
4906901001,SALF,1
4906901001,U.P.L.,0
4906901001,VOX,33
4907101001,AD-EV,3
4907101001,Cs,0
4907101001,ESCAÑOS EN BLANCO,1
4907101001,IU-MS-VQ,7
4907101001,MUNDO+JUSTO,0
4907101001,NUEVECYL,0
4907101001,PACMA,0
4907101001,PCAS-TC,0
4907101001,PODEMOS - AV,0
4907101001,PP,219
4907101001,PREPAL,0
4907101001,PSOE,77
4907101001,SAE,2
4907101001,SALF,2
4907101001,U.P.L.,11
4907101001,VOX,65
4907501001,AD-EV,0
4907501001,Cs,0
4907501001,ESCAÑOS EN BLANCO,0
4907501001,IU-MS-VQ,1
4907501001,MUNDO+JUSTO,0
4907501001,NUEVECYL,0
4907501001,PACMA,0
4907501001,PCAS-TC,0
4907501001,PODEMOS - AV,0
4907501001,PP,32
4907501001,PREPAL,0
4907501001,PSOE,27
4907501001,SAE,0
4907501001,SALF,0
4907501001,U.P.L.,1
4907501001,VOX,13
4907601001,AD-EV,1
4907601001,Cs,0
4907601001,ESCAÑOS EN BLANCO,0
4907601001,IU-MS-VQ,0
4907601001,MUNDO+JUSTO,0
4907601001,NUEVECYL,1
4907601001,PACMA,0
4907601001,PCAS-TC,0
4907601001,PODEMOS - AV,1
4907601001,PP,91
4907601001,PREPAL,2
4907601001,PSOE,44
4907601001,SAE,1
4907601001,SALF,0
4907601001,U.P.L.,4
4907601001,VOX,46
4907701001,AD-EV,0
4907701001,Cs,0
4907701001,ESCAÑOS EN BLANCO,0
4907701001,IU-MS-VQ,0
4907701001,MUNDO+JUSTO,0
4907701001,NUEVECYL,0
4907701001,PACMA,0
4907701001,PCAS-TC,0
4907701001,PODEMOS - AV,0
4907701001,PP,32
4907701001,PREPAL,0
4907701001,PSOE,7
4907701001,SAE,0
4907701001,SALF,0
4907701001,U.P.L.,0
4907701001,VOX,18
4907801001,AD-EV,0
4907801001,Cs,0
4907801001,ESCAÑOS EN BLANCO,0
4907801001,IU-MS-VQ,0
4907801001,MUNDO+JUSTO,0
4907801001,NUEVECYL,0
4907801001,PACMA,0
4907801001,PCAS-TC,0
4907801001,PODEMOS - AV,0
4907801001,PP,37
4907801001,PREPAL,0
4907801001,PSOE,39
4907801001,SAE,0
4907801001,SALF,0
4907801001,U.P.L.,2
4907801001,VOX,8
4907901001,AD-EV,0
4907901001,Cs,0
4907901001,ESCAÑOS EN BLANCO,0
4907901001,IU-MS-VQ,1
4907901001,MUNDO+JUSTO,0
4907901001,NUEVECYL,0
4907901001,PACMA,0
4907901001,PCAS-TC,0
4907901001,PODEMOS - AV,0
4907901001,PP,27
4907901001,PREPAL,0
4907901001,PSOE,12
4907901001,SAE,0
4907901001,SALF,0
4907901001,U.P.L.,6
4907901001,VOX,15
4908001001,AD-EV,6
4908001001,Cs,0
4908001001,ESCAÑOS EN BLANCO,0
4908001001,IU-MS-VQ,2
4908001001,MUNDO+JUSTO,0
4908001001,NUEVECYL,0
4908001001,PACMA,0
4908001001,PCAS-TC,0
4908001001,PODEMOS - AV,1
4908001001,PP,172
4908001001,PREPAL,0
4908001001,PSOE,133
4908001001,SAE,0
4908001001,SALF,0
4908001001,U.P.L.,1
4908001001,VOX,56
4908101001,AD-EV,2
4908101001,Cs,2
4908101001,ESCAÑOS EN BLANCO,3
4908101001,IU-MS-VQ,6
4908101001,MUNDO+JUSTO,0
4908101001,NUEVECYL,0
4908101001,PACMA,0
4908101001,PCAS-TC,0
4908101001,PODEMOS - AV,1
4908101001,PP,140
4908101001,PREPAL,1
4908101001,PSOE,200
4908101001,SAE,0
4908101001,SALF,4
4908101001,U.P.L.,2
4908101001,VOX,110
4908102001,AD-EV,1
4908102001,Cs,0
4908102001,ESCAÑOS EN BLANCO,0
4908102001,IU-MS-VQ,4
4908102001,MUNDO+JUSTO,0
4908102001,NUEVECYL,0
4908102001,PACMA,1
4908102001,PCAS-TC,0
4908102001,PODEMOS - AV,2
4908102001,PP,124
4908102001,PREPAL,3
4908102001,PSOE,119
4908102001,SAE,1
4908102001,SALF,4
4908102001,U.P.L.,2
4908102001,VOX,103
4908201001,AD-EV,4
4908201001,Cs,0
4908201001,ESCAÑOS EN BLANCO,1
4908201001,IU-MS-VQ,1
4908201001,MUNDO+JUSTO,0
4908201001,NUEVECYL,0
4908201001,PACMA,0
4908201001,PCAS-TC,1
4908201001,PODEMOS - AV,0
4908201001,PP,68
4908201001,PREPAL,0
4908201001,PSOE,104
4908201001,SAE,1
4908201001,SALF,6
4908201001,U.P.L.,1
4908201001,VOX,41
4908301001,AD-EV,0
4908301001,Cs,0
4908301001,ESCAÑOS EN BLANCO,0
4908301001,IU-MS-VQ,0
4908301001,MUNDO+JUSTO,0
4908301001,NUEVECYL,0
4908301001,PACMA,0
4908301001,PCAS-TC,0
4908301001,PODEMOS - AV,1
4908301001,PP,22
4908301001,PREPAL,0
4908301001,PSOE,3
4908301001,SAE,0
4908301001,SALF,0
4908301001,U.P.L.,0
4908301001,VOX,6
4908401001,AD-EV,5
4908401001,Cs,0
4908401001,ESCAÑOS EN BLANCO,1
4908401001,IU-MS-VQ,13
4908401001,MUNDO+JUSTO,0
4908401001,NUEVECYL,0
4908401001,PACMA,1
4908401001,PCAS-TC,0
4908401001,PODEMOS - AV,1
4908401001,PP,63
4908401001,PREPAL,1
4908401001,PSOE,49
4908401001,SAE,1
4908401001,SALF,1
4908401001,U.P.L.,2
4908401001,VOX,53
4908501001,AD-EV,1
4908501001,Cs,0
4908501001,ESCAÑOS EN BLANCO,1
4908501001,IU-MS-VQ,8
4908501001,MUNDO+JUSTO,1
4908501001,NUEVECYL,2
4908501001,PACMA,1
4908501001,PCAS-TC,0
4908501001,PODEMOS - AV,2
4908501001,PP,204
4908501001,PREPAL,0
4908501001,PSOE,158
4908501001,SAE,0
4908501001,SALF,5
4908501001,U.P.L.,17
4908501001,VOX,90
4908601001,AD-EV,1
4908601001,Cs,0
4908601001,ESCAÑOS EN BLANCO,0
4908601001,IU-MS-VQ,1
4908601001,MUNDO+JUSTO,0
4908601001,NUEVECYL,0
4908601001,PACMA,0
4908601001,PCAS-TC,0
4908601001,PODEMOS - AV,1
4908601001,PP,34
4908601001,PREPAL,0
4908601001,PSOE,29
4908601001,SAE,0
4908601001,SALF,0
4908601001,U.P.L.,5
4908601001,VOX,9
4908701001,AD-EV,0
4908701001,Cs,1
4908701001,ESCAÑOS EN BLANCO,0
4908701001,IU-MS-VQ,2
4908701001,MUNDO+JUSTO,0
4908701001,NUEVECYL,0
4908701001,PACMA,0
4908701001,PCAS-TC,0
4908701001,PODEMOS - AV,0
4908701001,PP,125
4908701001,PREPAL,0
4908701001,PSOE,37
4908701001,SAE,0
4908701001,SALF,0
4908701001,U.P.L.,3
4908701001,VOX,57
4908801001,AD-EV,1
4908801001,Cs,0
4908801001,ESCAÑOS EN BLANCO,0
4908801001,IU-MS-VQ,0
4908801001,MUNDO+JUSTO,0
4908801001,NUEVECYL,0
4908801001,PACMA,1
4908801001,PCAS-TC,0
4908801001,PODEMOS - AV,0
4908801001,PP,33
4908801001,PREPAL,0
4908801001,PSOE,11
4908801001,SAE,0
4908801001,SALF,1
4908801001,U.P.L.,3
4908801001,VOX,5
4909001001,AD-EV,8
4909001001,Cs,0
4909001001,ESCAÑOS EN BLANCO,0
4909001001,IU-MS-VQ,0
4909001001,MUNDO+JUSTO,0
4909001001,NUEVECYL,0
4909001001,PACMA,0
4909001001,PCAS-TC,0
4909001001,PODEMOS - AV,0
4909001001,PP,57
4909001001,PREPAL,1
4909001001,PSOE,21
4909001001,SAE,0
4909001001,SALF,0
4909001001,U.P.L.,2
4909001001,VOX,23
4909101001,AD-EV,1
4909101001,Cs,0
4909101001,ESCAÑOS EN BLANCO,0
4909101001,IU-MS-VQ,3
4909101001,MUNDO+JUSTO,0
4909101001,NUEVECYL,0
4909101001,PACMA,3
4909101001,PCAS-TC,1
4909101001,PODEMOS - AV,0
4909101001,PP,52
4909101001,PREPAL,1
4909101001,PSOE,48
4909101001,SAE,0
4909101001,SALF,0
4909101001,U.P.L.,2
4909101001,VOX,24
4909201001,AD-EV,0
4909201001,Cs,0
4909201001,ESCAÑOS EN BLANCO,0
4909201001,IU-MS-VQ,0
4909201001,MUNDO+JUSTO,0
4909201001,NUEVECYL,0
4909201001,PACMA,0
4909201001,PCAS-TC,0
4909201001,PODEMOS - AV,0
4909201001,PP,28
4909201001,PREPAL,0
4909201001,PSOE,23
4909201001,SAE,0
4909201001,SALF,1
4909201001,U.P.L.,2
4909201001,VOX,5
4909301001,AD-EV,5
4909301001,Cs,0
4909301001,ESCAÑOS EN BLANCO,0
4909301001,IU-MS-VQ,0
4909301001,MUNDO+JUSTO,0
4909301001,NUEVECYL,0
4909301001,PACMA,0
4909301001,PCAS-TC,0
4909301001,PODEMOS - AV,0
4909301001,PP,76
4909301001,PREPAL,0
4909301001,PSOE,66
4909301001,SAE,0
4909301001,SALF,1
4909301001,U.P.L.,1
4909301001,VOX,25
4909401001,AD-EV,2
4909401001,Cs,0
4909401001,ESCAÑOS EN BLANCO,0
4909401001,IU-MS-VQ,0
4909401001,MUNDO+JUSTO,0
4909401001,NUEVECYL,0
4909401001,PACMA,0
4909401001,PCAS-TC,0
4909401001,PODEMOS - AV,2
4909401001,PP,34
4909401001,PREPAL,2
4909401001,PSOE,28
4909401001,SAE,1
4909401001,SALF,2
4909401001,U.P.L.,0
4909401001,VOX,8
4909501001,AD-EV,1
4909501001,Cs,0
4909501001,ESCAÑOS EN BLANCO,0
4909501001,IU-MS-VQ,3
4909501001,MUNDO+JUSTO,1
4909501001,NUEVECYL,1
4909501001,PACMA,0
4909501001,PCAS-TC,0
4909501001,PODEMOS - AV,1
4909501001,PP,66
4909501001,PREPAL,1
4909501001,PSOE,44
4909501001,SAE,0
4909501001,SALF,3
4909501001,U.P.L.,3
4909501001,VOX,42
4909601001,AD-EV,2
4909601001,Cs,1
4909601001,ESCAÑOS EN BLANCO,1
4909601001,IU-MS-VQ,4
4909601001,MUNDO+JUSTO,0
4909601001,NUEVECYL,0
4909601001,PACMA,0
4909601001,PCAS-TC,0
4909601001,PODEMOS - AV,1
4909601001,PP,24
4909601001,PREPAL,0
4909601001,PSOE,42
4909601001,SAE,0
4909601001,SALF,0
4909601001,U.P.L.,2
4909601001,VOX,18
4909701001,AD-EV,0
4909701001,Cs,0
4909701001,ESCAÑOS EN BLANCO,0
4909701001,IU-MS-VQ,1
4909701001,MUNDO+JUSTO,0
4909701001,NUEVECYL,0
4909701001,PACMA,0
4909701001,PCAS-TC,0
4909701001,PODEMOS - AV,0
4909701001,PP,13
4909701001,PREPAL,0
4909701001,PSOE,13
4909701001,SAE,0
4909701001,SALF,1
4909701001,U.P.L.,6
4909701001,VOX,11
4909801001,AD-EV,0
4909801001,Cs,0
4909801001,ESCAÑOS EN BLANCO,0
4909801001,IU-MS-VQ,2
4909801001,MUNDO+JUSTO,0
4909801001,NUEVECYL,0
4909801001,PACMA,0
4909801001,PCAS-TC,0
4909801001,PODEMOS - AV,0
4909801001,PP,52
4909801001,PREPAL,0
4909801001,PSOE,27
4909801001,SAE,0
4909801001,SALF,0
4909801001,U.P.L.,2
4909801001,VOX,15
4909901001,AD-EV,0
4909901001,Cs,0
4909901001,ESCAÑOS EN BLANCO,0
4909901001,IU-MS-VQ,0
4909901001,MUNDO+JUSTO,0
4909901001,NUEVECYL,0
4909901001,PACMA,0
4909901001,PCAS-TC,0
4909901001,PODEMOS - AV,1
4909901001,PP,17
4909901001,PREPAL,0
4909901001,PSOE,31
4909901001,SAE,0
4909901001,SALF,0
4909901001,U.P.L.,0
4909901001,VOX,6
4910001001,AD-EV,1
4910001001,Cs,1
4910001001,ESCAÑOS EN BLANCO,0
4910001001,IU-MS-VQ,0
4910001001,MUNDO+JUSTO,0
4910001001,NUEVECYL,0
4910001001,PACMA,0
4910001001,PCAS-TC,0
4910001001,PODEMOS - AV,0
4910001001,PP,56
4910001001,PREPAL,0
4910001001,PSOE,60
4910001001,SAE,0
4910001001,SALF,1
4910001001,U.P.L.,1
4910001001,VOX,21
4910101001,AD-EV,2
4910101001,Cs,0
4910101001,ESCAÑOS EN BLANCO,0
4910101001,IU-MS-VQ,0
4910101001,MUNDO+JUSTO,1
4910101001,NUEVECYL,1
4910101001,PACMA,0
4910101001,PCAS-TC,0
4910101001,PODEMOS - AV,2
4910101001,PP,43
4910101001,PREPAL,0
4910101001,PSOE,9
4910101001,SAE,0
4910101001,SALF,1
