CUSEC_KEY,CUMUN,NMUN,CPRO,NPRO,POP_2025,district_id
4422401001,44224,Torre de las Arcas,44,Teruel,19,16
4422501001,44225,Torre del Compte,44,Teruel,118,17
4422601001,44226,Torrelacárcel,44,Teruel,130,16
4422701001,44227,Torre los Negros,44,Teruel,77,16
4422801001,44228,Torremocha de Jiloca,44,Teruel,117,16
4422901001,44229,Torres de Albarracín,44,Teruel,184,15
4423001001,44230,Torrevelilla,44,Teruel,161,14
4423101001,44231,Torrijas,44,Teruel,36,15
4423201001,44232,Torrijo del Campo,44,Teruel,509,16
4423401001,44234,Tramacastiel,44,Teruel,62,15
4423501001,44235,Tramacastilla,44,Teruel,134,15
4423601001,44236,Tronchón,44,Teruel,56,15
